,LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate
140,141,178450,node-D4,clusterfilesystem,fdmn.full,1114553373,1,ServerFileSystem: ServerFileSystem domain root22_local is full,E40,ServerFileSystem: ServerFileSystem domain <*> is full
141,142,218505,node-D3,clusterfilesystem,fdmn.full,1117130918,1,ServerFileSystem: ServerFileSystem domain root22_local is full,E40,ServerFileSystem: ServerFileSystem domain <*> is full
142,143,2567825,node-D5,clusterfilesystem,clusterfilesystem.not_served,1074100162,1,ClusterFileSystem: ServerFileSystem domain root_domain is no longer served by node node-160,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
143,144,2572991,node-D1,clusterfilesystem,clusterfilesystem.not_served,1074129956,1,ClusterFileSystem: ServerFileSystem domain root26_domain is no longer served by node node-57,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
144,145,2589848,node-D0,clusterfilesystem,clusterfilesystem.not_served,1074257445,1,ClusterFileSystem: ServerFileSystem domain root29_local is no longer served by node node-28,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
145,146,2589995,node-D0,clusterfilesystem,clusterfilesystem.not_served,1074257629,1,ClusterFileSystem: ServerFileSystem domain root12_domain is no longer served by node node-11,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
146,147,37555,node-D6,clusterfilesystem,clusterfilesystem.not_served,1076533718,1,ClusterFileSystem: ServerFileSystem domain root5_domain is no longer served by node node-196,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
147,148,156291,node-D7,clusterfilesystem,clusterfilesystem.not_served,1077864767,1,ClusterFileSystem: ServerFileSystem domain storage1422 is no longer served by node node-245,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
148,149,160172,node-D2,clusterfilesystem,clusterfilesystem.not_served,1077875490,1,ClusterFileSystem: ServerFileSystem domain root14_local is no longer served by node node-77,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
149,150,160413,node-D1,clusterfilesystem,clusterfilesystem.not_served,1077875542,1,ClusterFileSystem: ServerFileSystem domain root6_domain is no longer served by node node-37,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
150,151,254062,node-D1,clusterfilesystem,clusterfilesystem.not_served,1079069211,1,ClusterFileSystem: ServerFileSystem domain root14_tmp is no longer served by node node-45,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
151,152,252335,node-D0,clusterfilesystem,clusterfilesystem.not_served,1079068559,1,ClusterFileSystem: ServerFileSystem domain storage211 is no longer served by node node-4,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
152,153,190287,node-D4,clusterfilesystem,clusterfilesystem.not_served,1115830055,1,ClusterFileSystem: ServerFileSystem domain root_domain is no longer served by node node-128,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
153,154,203954,node-D7,clusterfilesystem,clusterfilesystem.not_served,1116530480,1,ClusterFileSystem: ServerFileSystem domain root24_local is no longer served by node node-247,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
154,155,280288,node-D6,clusterfilesystem,clusterfilesystem.not_served,1120297769,1,ClusterFileSystem: ServerFileSystem domain cluster_usr_backup is no longer served by node node-192,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
155,156,72165,node-D3,clusterfilesystem,clusterfilesystem.not_served,1127045031,1,ClusterFileSystem: ServerFileSystem domain root1_tmp_backup is no longer served by node node-96,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
156,157,197958,node-D3,clusterfilesystem,clusterfilesystem.not_served,1131282056,1,ClusterFileSystem: ServerFileSystem domain root1_domain_backup is no longer served by node node-96,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>
157,158,2286759,full,partition,status,1061219795,-1,running,E38,running
158,159,2274013,full,partition,status,1060340885,-1,running,E38,running
159,160,2556866,full,partition,status,1072881064,1,running,E38,running
160,161,2279283,full,partition,status,1060744865,-1,running,E38,running
161,162,2561542,full,partition,status,1073427660,1,blocked,E3,blocked
162,163,2313012,full,partition,status,1061552195,-1,running,E38,running
163,164,2567461,node-C0,domain,status,1074098612,1,not responding,E32,not responding
164,165,2567534,node-97,node,status,1074098640,1,configured out,E14,configured out
165,166,2579921,node-140,node,status,1074216940,1,running,E38,running
166,167,2581412,node-211,node,status,1074217360,1,not responding,E32,not responding
167,168,2590658,node-123,node,status,1074262967,1,running,E38,running
168,169,2596232,node-239,node,status,1074289147,1,not responding,E32,not responding
169,170,2590751,node-216,node,status,1074262967,1,running,E38,running
170,171,2595682,node-12,node,status,1074288817,1,not responding,E32,not responding
171,172,2596033,node-131,node,status,1074288991,1,not responding,E32,not responding
172,173,2601830,node-56,node,status,1074298784,1,running,E38,running
173,174,2601896,node-122,node,status,1074298784,0,running,E38,running
174,175,2601953,node-144,node,status,1074299123,1,running,E38,running
175,176,2602004,node-195,node,status,1074299123,1,running,E38,running
176,177,41982,node-202,node,status,1076539387,1,running,E38,running
177,178,41798,node-17,node,status,1076539387,1,running,E38,running
178,179,44677,node-112,node,status,1076542145,1,running,E38,running
179,180,45685,node-109,node,status,1076544000,1,active,E1,active
180,181,47952,node-202,node,status,1076619203,1,running,E38,running
181,182,80830,node-65,node,status,1077321390,1,configured out,E14,configured out
182,183,77067,node-35,node,status,1077215250,1,configured out,E14,configured out
183,184,76769,node-61,node,status,1077207138,1,running,E38,running
184,185,114862,node-114,node,status,1077744705,1,running,E38,running
185,186,90661,node-61,node,status,1077630630,1,configured out,E14,configured out
186,187,160937,node-D1,domain,status,1077875820,1,inconsistent nodesets node-32 0x00000002 <ok> node-34 0x000001fe <ok> node-33 0x000001fe <ok> node-35 0x000001fe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <*>
187,188,172472,node-100,node,status,1077891510,1,configured out,E14,configured out
188,189,172572,node-168,node,status,1077891560,1,not responding,E32,not responding
189,190,178780,node-147,node,status,1077897241,0,running,E38,running
190,191,182635,node-44,node,status,1077901440,1,configured out,E14,configured out
191,192,182817,node-143,node,status,1077901590,1,configured out,E14,configured out
192,193,222217,node-204,node,status,1078490191,1,configured out,E14,configured out
193,194,219117,node-81,node,status,1078470966,1,running,E38,running
194,195,212764,node-120,node,status,1078465560,1,configured out,E14,configured out
195,196,212647,node-60,node,status,1078465470,1,configured out,E14,configured out
196,197,264527,node-159,node,status,1079259783,1,not responding,E32,not responding
197,198,264395,node-196,node,status,1079255686,1,active,E1,active
198,199,264038,full,partition,status,1079249252,1,running,E38,running
199,200,263641,full,partition,status,1079248586,1,running,E38,running
200,201,263520,node-170,node,status,1079248515,1,configured out,E14,configured out
201,202,263068,node-173,node,status,1079245564,1,running,E38,running
202,203,261699,node-230,node,status,1079218682,1,not responding,E32,not responding
203,204,261427,node-233,node,status,1079216415,1,not responding,E32,not responding
204,205,260472,node-13,node,status,1079143598,1,not responding,E32,not responding
205,206,260233,node-166,node,status,1079127020,1,running,E38,running
206,207,260158,node-155,node,status,1079127017,1,running,E38,running
207,208,252790,node-229,node,status,1079068924,1,configured out,E14,configured out
208,209,252605,node-44,node,status,1079068924,1,configured out,E14,configured out
209,210,250426,node-250,node,status,1079054309,1,running,E38,running
210,211,250337,node-161,node,status,1079054308,1,running,E38,running
211,212,244332,node-34,node,status,1079047060,1,not responding,E32,not responding
212,213,239558,node-164,node,status,1079019273,1,running,E38,running
213,214,239458,node-64,node,status,1079019273,1,running,E38,running
214,215,234328,node-61,node,status,1079013840,1,configured out,E14,configured out
215,216,272707,node-169,node,status,1079615369,1,not responding,E32,not responding
216,217,277686,node-209,node,status,1079618688,1,running,E38,running
217,218,273131,node-253,node,status,1079615432,0,configured out,E14,configured out
218,219,273112,node-234,node,status,1079615432,0,configured out,E14,configured out
219,220,272780,node-174,node,status,1079615371,0,configured out,E14,configured out
220,221,272777,node-171,node,status,1079615371,0,configured out,E14,configured out
221,222,277540,node-119,node,status,1079618410,0,running,E38,running
222,223,272589,node-151,node,status,1079615344,0,not responding,E32,not responding
223,224,296297,node-225,node,status,1081571034,1,not responding,E32,not responding
224,225,277540,node-119,node,status,1079618410,0,running,E38,running
225,226,272769,node-163,node,status,1079615371,1,configured out,E14,configured out
226,227,300968,full,partition,status,1081932726,1,running,E38,running
227,228,310009,node-13,node,status,1082040658,1,running,E38,running
228,229,315748,node-19,node,status,1082665230,1,configured out,E14,configured out
229,230,329774,node-235,node,status,1083207608,0,running,E38,running
230,231,329596,node-57,node,status,1083207607,1,running,E38,running
231,232,323246,node-170,node,status,1083197700,1,not responding,E32,not responding
232,233,339296,node-125,node,status,1083307405,0,configured out,E14,configured out
233,234,340209,node-247,node,status,1083317700,0,running,E38,running
234,235,344301,node-52,node,status,1084269345,0,configured out,E14,configured out
235,236,343802,node-52,node,status,1084264230,1,configured out,E14,configured out
236,237,366141,node-95,node,status,1085078720,1,running,E38,running
237,238,371329,full,partition,status,1085797473,1,running,E38,running
238,239,370250,full,partition,status,1085689890,1,blocked,E3,blocked
239,240,369300,node-79,node,status,1085569402,1,running,E38,running
240,241,379995,node-227,node,status,1086028827,0,running,E38,running
