,LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate
49,50,-,1131566488,2005.11.09,dn557,Nov,9,12:01:28,dn557/dn557,ntpd,31472.0,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
50,51,-,1131566488,2005.11.09,tbird-sm1,Nov,9,12:01:28,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:<*>]: No topology change
51,52,-,1131566491,2005.11.09,eadmin1,Nov,9,12:01:31,src@eadmin1,sendmail,4306.0,"jA9J1UvC004306: to=root, ctladdr=root (0/0), delay=00:00:01, xdelay=00:00:00, mailer=relay, pri=659060, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=Deferred: Connection refused by [<*>]"
52,53,-,1131566491,2005.11.09,tbird-admin1,Nov,9,12:01:31,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [<*>] datasource
53,54,-,1131566492,2005.11.09,badmin1,Nov,9,12:01:32,src@badmin1,sendmail,11176.0,unable to qualify my own domain name (badmin1) -- using short name,E131,unable to qualify my own domain name (<*>) -- using short name
54,55,-,1131566492,2005.11.09,cadmin1,Nov,9,12:01:32,src@cadmin1,sendmail,19391.0,unable to qualify my own domain name (cadmin1) -- using short name,E131,unable to qualify my own domain name (<*>) -- using short name
55,56,-,1131566492,2005.11.09,cn615,Nov,9,12:01:32,cn615/cn615,ntpd,18517.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
56,57,-,1131566492,2005.11.09,tbird-admin1,Nov,9,12:01:32,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [<*>] datasource
57,58,-,1131566493,2005.11.09,cn566,Nov,9,12:01:33,cn566/cn566,ntpd,18010.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
58,59,-,1131566493,2005.11.09,tbird-admin1,Nov,9,12:01:33,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [<*>] datasource
59,60,-,1131566494,2005.11.09,cadmin1,Nov,9,12:01:34,src@cadmin1,crond(pam_unix),16315.0,session closed for user root,E117,session closed for user <*>
60,61,-,1131566494,2005.11.09,cadmin1,Nov,9,12:01:34,src@cadmin1,sendmail,19391.0,"jA9J1Wd7019391: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1624553, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=Deferred: Connection refused by [<*>]"
61,62,-,1131566494,2005.11.09,tbird-admin1,Nov,9,12:01:34,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [<*>] datasource
62,63,-,1131566495,2005.11.09,badmin1,Nov,9,12:01:35,src@badmin1,sendmail,11176.0,"jA9J1WSU011176: from=root, size=1593894, class=0, nrcpts=1, msgid=<200511091901.jA9J1WSU011176@badmin1>, relay=#7#@localhost",E15,"<*>: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>@localhost"
63,64,-,1131566495,2005.11.09,badmin1,Nov,9,12:01:35,src@badmin1,sendmail,11176.0,"jA9J1WSU011176: to=root, ctladdr=root (0/0), delay=00:00:03, xdelay=00:00:00, mailer=relay, pri=1623894, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=Deferred: Connection refused by [<*>]"
64,65,-,1131566496,2005.11.09,cn980,Nov,9,12:01:36,cn980/cn980,ntpd,19676.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
65,66,-,1131566497,2005.11.09,tbird-admin1,Nov,9,12:01:37,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [<*>] datasource
66,67,-,1131566501,2005.11.09,aadmin1,Nov,9,12:01:41,src@aadmin1,dhcpd,,DHCPOFFER on 10.100.4.251 to 00:11:43:e3:ba:c3 via eth1,E38,DHCPOFFER on <*> to <*> via eth1
67,68,-,1131566501,2005.11.09,aadmin1,Nov,9,12:01:41,src@aadmin1,sendmail,16560.0,"jA9J1dQ7016560: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1625423, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=Deferred: Connection refused by [<*>]"
68,69,-,1131566501,2005.11.09,aadmin4,Nov,9,12:01:41,src@aadmin4,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1: network A_net: no free leases,E37,DHCPDISCOVER from <*> via eth1: network A_net: no free leases
69,70,-,1131566502,2005.11.09,tbird-sm1,Nov,9,12:01:42,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:<*>]: No topology change
70,71,-,1131566502,2005.11.09,tbird-sm1,Nov,9,12:01:42,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:<*>]: No configuration change required
71,72,-,1131566503,2005.11.09,aadmin1,Nov,9,12:01:43,src@aadmin1,dhcpd,,DHCPACK on 10.100.4.251 to 00:11:43:e3:ba:c3 via eth1,E35,DHCPACK on <*> to <*> via eth1
72,73,-,1131566503,2005.11.09,aadmin1,Nov,9,12:01:43,src@aadmin1,dhcpd,,DHCPREQUEST for 10.100.4.251 (10.100.0.250) from 00:11:43:e3:ba:c3 via eth1,E39,DHCPREQUEST for <*> (<*>) from <*> via eth1
73,74,-,1131566503,2005.11.09,aadmin1,Nov,9,12:01:43,src@aadmin1,xinetd,18274.0,START: tftp pid=16563 from=10.100.4.251,E119,START: tftp pid=<*> from=<*>
74,75,-,1131566503,2005.11.09,aadmin3,Nov,9,12:01:43,src@aadmin3,dhcpd,,DHCPREQUEST for 10.100.4.251 (10.100.0.250) from 00:11:43:e3:ba:c3 via eth1: unknown lease 10.100.4.251.,E40,DHCPREQUEST for <*> (<*>) from <*> via eth1: unknown lease <*>.
75,76,-,1131566503,2005.11.09,aadmin4,Nov,9,12:01:43,src@aadmin4,dhcpd,,DHCPREQUEST for 10.100.4.251 (10.100.0.250) from 00:11:43:e3:ba:c3 via eth1: unknown lease 10.100.4.251.,E40,DHCPREQUEST for <*> (<*>) from <*> via eth1: unknown lease <*>.
76,77,-,1131566503,2005.11.09,tbird-admin1,Nov,9,12:01:43,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [<*>] datasource
77,78,-,1131566507,2005.11.09,tbird-admin1,Nov,9,12:01:47,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [<*>] datasource
78,79,-,1131566508,2005.11.09,dn233,Nov,9,12:01:48,dn233/dn233,ntpd,11151.0,"synchronized to 10.100.30.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
79,80,-,1131566509,2005.11.09,bn999,Nov,9,12:01:49,bn999/bn999,ntpd,14515.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
80,81,-,1131566510,2005.11.09,bn946,Nov,9,12:01:50,bn946/bn946,ntpd,15562.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
81,82,-,1131566511,2005.11.09,tbird-admin1,Nov,9,12:01:51,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [<*>] datasource
82,83,-,1131566514,2005.11.09,tbird-admin1,Nov,9,12:01:54,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [<*>] datasource
83,84,-,1131566516,2005.11.09,tbird-admin1,Nov,9,12:01:56,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [<*>] datasource
84,85,-,1131566516,2005.11.09,tbird-admin1,Nov,9,12:01:56,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [<*>] datasource
85,86,-,1131566516,2005.11.09,tbird-admin1,Nov,9,12:01:56,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [<*>] datasource
86,87,-,1131566517,2005.11.09,tbird-admin1,Nov,9,12:01:57,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [<*>] datasource
87,88,-,1131566517,2005.11.09,tbird-admin1,Nov,9,12:01:57,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [<*>] datasource
88,89,-,1131566517,2005.11.09,tbird-admin1,Nov,9,12:01:57,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [<*>] datasource
89,90,-,1131566517,2005.11.09,tbird-admin1,Nov,9,12:01:57,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [<*>] datasource
90,91,-,1131566518,2005.11.09,tbird-admin1,Nov,9,12:01:58,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [<*>] datasource
91,92,-,1131566519,2005.11.09,tbird-admin1,Nov,9,12:01:59,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [<*>] datasource
92,93,-,1131566521,2005.11.09,tbird-admin1,Nov,9,12:02:01,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [<*>] datasource
93,94,-,1131566522,2005.11.09,tbird-admin1,Nov,9,12:02:02,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [<*>] datasource
94,95,-,1131566525,2005.11.09,aadmin1,Nov,9,12:02:05,src@aadmin1,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1,E36,DHCPDISCOVER from <*> via eth1
95,96,-,1131566525,2005.11.09,aadmin2,Nov,9,12:02:05,src@aadmin2,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1: network A_net: no free leases,E37,DHCPDISCOVER from <*> via eth1: network A_net: no free leases
96,97,-,1131566525,2005.11.09,aadmin2,Nov,9,12:02:05,src@aadmin2,dhcpd,,DHCPREQUEST for 10.100.4.251 (10.100.0.250) from 00:11:43:e3:ba:c3 via eth1: unknown lease 10.100.4.251.,E40,DHCPREQUEST for <*> (<*>) from <*> via eth1: unknown lease <*>.
97,98,-,1131566525,2005.11.09,aadmin3,Nov,9,12:02:05,src@aadmin3,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1: network A_net: no free leases,E37,DHCPDISCOVER from <*> via eth1: network A_net: no free leases
98,99,-,1131566525,2005.11.09,aadmin4,Nov,9,12:02:05,src@aadmin4,dhcpd,,DHCPREQUEST for 10.100.4.251 (10.100.0.250) from 00:11:43:e3:ba:c3 via eth1: unknown lease 10.100.4.251.,E40,DHCPREQUEST for <*> (<*>) from <*> via eth1: unknown lease <*>.
99,100,-,1131566526,2005.11.09,bn317,Nov,9,12:02:06,bn317/bn317,ntpd,28385.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
100,101,-,1131566526,2005.11.09,tbird-admin1,Nov,9,12:02:06,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [<*>] datasource
101,102,-,1131566527,2005.11.09,aadmin1,Nov,9,12:02:07,src@aadmin1,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1,E36,DHCPDISCOVER from <*> via eth1
102,103,-,1131566527,2005.11.09,aadmin1,Nov,9,12:02:07,src@aadmin1,dhcpd,,DHCPOFFER on 10.100.4.251 to 00:11:43:e3:ba:c3 via eth1,E38,DHCPOFFER on <*> to <*> via eth1
103,104,-,1131566527,2005.11.09,aadmin1,Nov,9,12:02:07,src@aadmin1,dhcpd,,DHCPREQUEST for 10.100.4.251 (10.100.0.250) from 00:11:43:e3:ba:c3 via eth1,E39,DHCPREQUEST for <*> (<*>) from <*> via eth1
104,105,-,1131566527,2005.11.09,aadmin2,Nov,9,12:02:07,src@aadmin2,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1: network A_net: no free leases,E37,DHCPDISCOVER from <*> via eth1: network A_net: no free leases
105,106,-,1131566527,2005.11.09,aadmin2,Nov,9,12:02:07,src@aadmin2,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1: network A_net: no free leases,E37,DHCPDISCOVER from <*> via eth1: network A_net: no free leases
106,107,-,1131566527,2005.11.09,aadmin2,Nov,9,12:02:07,src@aadmin2,dhcpd,,DHCPREQUEST for 10.100.4.251 (10.100.0.250) from 00:11:43:e3:ba:c3 via eth1: unknown lease 10.100.4.251.,E40,DHCPREQUEST for <*> (<*>) from <*> via eth1: unknown lease <*>.
107,108,-,1131566527,2005.11.09,aadmin4,Nov,9,12:02:07,src@aadmin4,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1: network A_net: no free leases,E37,DHCPDISCOVER from <*> via eth1: network A_net: no free leases
108,109,-,1131566528,2005.11.09,cn330,Nov,9,12:02:08,cn330/cn330,ntpd,23300.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
109,110,-,1131566529,2005.11.09,tbird-admin1,Nov,9,12:02:09,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [<*>] datasource
110,111,-,1131566530,2005.11.09,bn837,Nov,9,12:02:10,bn837/bn837,ntpd,21755.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
111,112,-,1131566530,2005.11.09,tbird-sm1,Nov,9,12:02:10,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:<*>]: No topology change
112,113,-,1131566532,2005.11.09,bn82,Nov,9,12:02:12,bn82/bn82,ntpd,10804.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
113,114,-,1131566533,2005.11.09,tbird-admin1,Nov,9,12:02:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [<*>] datasource
114,115,-,1131566533,2005.11.09,tbird-admin1,Nov,9,12:02:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [<*>] datasource
115,116,-,1131566534,2005.11.09,tbird-admin1,Nov,9,12:02:14,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [<*>] datasource
