,LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content
34,35,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:31.359,25746,INFO,nova.osapi_compute.wsgi.server,req-84a068e2-7bf3-4fbf-b480-f41b090acc76 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/96abccce-8d1f-4e07-b6d1-4b2ab87e23b4 HTTP/1.1"" status: 200 len: 1708 time: 0.1917260"
35,36,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:31.699,2931,INFO,nova.virt.libvirt.driver,req-6a763803-4838-49c7-814e-eaefbaddee9d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Creating image
36,37,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:32.738,25746,INFO,nova.osapi_compute.wsgi.server,req-7a0b0b1d-c0a6-4b5e-b136-946e4779c49e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.3730500"
37,38,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:32.974,2931,INFO,nova.compute.manager,-,[instance: b9000564-fe1a-409b-b8cc-1e88b294cd1d] VM Stopped (Lifecycle Event)
38,39,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:33.009,25746,INFO,nova.osapi_compute.wsgi.server,req-37a1da35-0d55-4c2e-8689-a9c75f3d4f51 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2672291"
39,40,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:34.280,25746,INFO,nova.osapi_compute.wsgi.server,req-e0346c36-c199-4fb3-805c-30036a6a6bb8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2643161"
40,41,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:35.832,25746,INFO,nova.osapi_compute.wsgi.server,req-7ee56f12-b2ee-4eec-a767-d06435b1b2c6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2796621"
41,42,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:36.095,25746,INFO,nova.osapi_compute.wsgi.server,req-e5a94766-dd02-47b2-8ee8-27d1f873a57c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2579432"
42,43,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:37.363,25746,INFO,nova.osapi_compute.wsgi.server,req-63dbb4ce-0c2f-4bdc-a33a-5d6828cbba7a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2629061"
43,44,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:37.618,25746,INFO,nova.osapi_compute.wsgi.server,req-80cf4c1c-dbce-4ad2-87df-2d1c410694d1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2494071"
44,45,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:39.193,25746,INFO,nova.osapi_compute.wsgi.server,req-31312dd3-0875-43e3-a6c5-5869e0c7e953 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2665739"
45,46,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:42.001,25746,INFO,nova.osapi_compute.wsgi.server,req-7510d7d3-bc52-4241-93ea-b03036f20981 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2748721"
46,47,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:43.537,25746,INFO,nova.osapi_compute.wsgi.server,req-b2aa258b-dbc8-4979-8029-ca24828e3c80 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2596920"
47,48,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:43.801,25746,INFO,nova.osapi_compute.wsgi.server,req-f6148ee1-e3f6-4bb3-a200-847fd8486d77 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2600410"
48,49,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:44.582,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] VM Paused (Lifecycle Event)
49,50,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:45.080,25746,INFO,nova.osapi_compute.wsgi.server,req-437ba7af-f981-4699-819a-700389a00f34 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2730091"
50,51,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:45.444,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
51,52,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:50.142,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking
52,53,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:50.321,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
53,54,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:51.361,25746,INFO,nova.osapi_compute.wsgi.server,req-0ba05e2a-7142-4fa0-859c-8573119de464 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2593911"
54,55,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:51.608,25746,INFO,nova.osapi_compute.wsgi.server,req-f3305c24-054a-4bd7-b2cb-959552349f8b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2426131"
55,56,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:51.633,25743,INFO,nova.api.openstack.compute.server_external_events,req-3e22b75e-1c4f-4579-8a73-7ede40d3f955 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,Creating event network-vif-plugged:a208479c-c0e3-4730-a5a0-d75e8afd0252 for instance 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4
56,57,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:51.638,25743,INFO,nova.osapi_compute.wsgi.server,req-3e22b75e-1c4f-4579-8a73-7ede40d3f955 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0901799"
57,58,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:51.650,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] VM Resumed (Lifecycle Event)
58,59,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:51.659,2931,INFO,nova.compute.manager,req-6a763803-4838-49c7-814e-eaefbaddee9d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Took 19.96 seconds to spawn the instance on the hypervisor.
59,60,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:51.794,2931,INFO,nova.compute.manager,req-6a763803-4838-49c7-814e-eaefbaddee9d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Took 20.71 seconds to build instance.
60,61,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:52.886,25746,INFO,nova.osapi_compute.wsgi.server,req-007c1773-4e52-4805-a67c-6b8b4df633f4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2721858"
61,62,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:58.766,25778,INFO,nova.metadata.wsgi.server,req-f1603c09-bec5-418f-9b75-0f3393afea8a - - - - -,"10.11.21.123,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.2285759"
62,63,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.100,25799,INFO,nova.metadata.wsgi.server,req-2d24fed7-3524-414c-9783-e3e042c71543 - - - - -,"10.11.21.123,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2275620"
63,64,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.145,25799,INFO,nova.metadata.wsgi.server,-,"10.11.21.123,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ HTTP/1.1"" status: 200 len: 124 time: 0.0008931"
64,65,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.157,25776,INFO,nova.metadata.wsgi.server,-,"10.11.21.123,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ami HTTP/1.1"" status: 200 len: 119 time: 0.0009408"
65,66,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.567,25795,INFO,nova.metadata.wsgi.server,req-240372b7-bd9c-4cdd-977c-d2dc10bf8526 - - - - -,"10.11.21.123,10.11.10.1 ""GET /latest/meta-data/placement/ HTTP/1.1"" status: 200 len: 134 time: 0.3841610"
66,67,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.678,25746,INFO,nova.osapi_compute.wsgi.server,req-0dd87940-76ef-4556-bfb6-3cb42c58fc82 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2644901"
67,68,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:59.733,2931,INFO,nova.compute.manager,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Running instance usage audit for host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us from 2017-05-16 05:00:00 to 2017-05-16 06:00:00. 87 instances.
68,69,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:00.421,2931,INFO,nova.virt.libvirt.driver,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Deletion of /var/lib/nova/instances/96abccce-8d1f-4e07-b6d1-4b2ab87e23b4_del complete
69,70,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:00.563,2931,INFO,nova.compute.manager,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Took 1.11 seconds to destroy the instance on the hypervisor.
70,71,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:01.080,2931,INFO,nova.compute.manager,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Took 0.52 seconds to deallocate network for instance.
71,72,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:01.700,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
