,LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content
46,47,-,1118149821,2005.06.07,R20-M1-N4-C:J09-U01,2005-06-07-06.10.21.214757,R20-M1-N4-C:J09-U01,RAS,KERNEL,INFO,generating core.310
47,48,-,1118172017,2005.06.07,R35-M1-NE-C:J09-U01,2005-06-07-12.20.17.344136,R35-M1-NE-C:J09-U01,RAS,KERNEL,INFO,generating core.4182
48,49,-,1118172690,2005.06.07,R35-M0-N5-C:J10-U11,2005-06-07-12.31.30.918396,R35-M0-N5-C:J10-U11,RAS,KERNEL,INFO,generating core.2921
49,50,-,1118207879,2005.06.07,R17-M1-N7-C:J15-U11,2005-06-07-22.17.59.587113,R17-M1-N7-C:J15-U11,RAS,KERNEL,INFO,generating core.4984
50,51,-,1118207897,2005.06.07,R16-M1-NC-C:J06-U11,2005-06-07-22.18.17.203831,R16-M1-NC-C:J06-U11,RAS,KERNEL,INFO,generating core.1822
51,52,-,1118251556,2005.06.08,R16-M1-N2-C:J12-U01,2005-06-08-10.25.56.322381,R16-M1-N2-C:J12-U01,RAS,KERNEL,INFO,"CE sym 28, at 0x110067e0, mask 0x02"
52,53,-,1118271740,2005.06.08,R03-M1-N9-C:J09-U11,2005-06-08-16.02.20.600478,R03-M1-N9-C:J09-U11,RAS,KERNEL,INFO,"1 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 1"
53,54,-,1118285722,2005.06.08,R15-M1-N6-C:J04-U11,2005-06-08-19.55.22.798062,R15-M1-N6-C:J04-U11,RAS,KERNEL,INFO,"CE sym 14, at 0x06047860, mask 0x20"
54,55,-,1118292507,2005.06.08,R26-M0-NB-C:J09-U11,2005-06-08-21.48.27.952411,R26-M0-NB-C:J09-U11,RAS,KERNEL,INFO,generating core.1818
55,56,-,1118301090,2005.06.09,R21-M1-NA-C:J07-U11,2005-06-09-00.11.30.925676,R21-M1-NA-C:J07-U11,RAS,KERNEL,INFO,generating core.1694
56,57,-,1118343776,2005.06.09,R16-M1-N1-C:J12-U01,2005-06-09-12.02.56.706796,R16-M1-N1-C:J12-U01,RAS,KERNEL,INFO,generating core.3401
57,58,-,1118343958,2005.06.09,R23-M1-NA-C:J17-U11,2005-06-09-12.05.58.258567,R23-M1-NA-C:J17-U11,RAS,KERNEL,INFO,generating core.1820
58,59,-,1118351098,2005.06.09,R16-M1-N2-C:J17-U01,2005-06-09-14.04.58.329635,R16-M1-N2-C:J17-U01,RAS,KERNEL,INFO,"CE sym 2, at 0x1b85f080, mask 0x02"
59,60,-,1118354046,2005.06.09,R24-M1-N6-C:J07-U11,2005-06-09-14.54.06.957120,R24-M1-N6-C:J07-U11,RAS,KERNEL,INFO,generating core.254
60,61,-,1118363168,2005.06.09,R16-M1-N2-C:J17-U01,2005-06-09-17.26.08.386218,R16-M1-N2-C:J17-U01,RAS,KERNEL,INFO,"CE sym 2, at 0x1b85fe80, mask 0x02"
61,62,-,1118371064,2005.06.09,R00-M1-N6-C:J12-U01,2005-06-09-19.37.44.455502,R00-M1-N6-C:J12-U01,RAS,KERNEL,INFO,generating core.12357
62,63,KERNDTLB,1118536327,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-17.32.07.581048,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
63,64,KERNDTLB,1118537261,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-17.47.41.103595,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
64,65,KERNDTLB,1118538129,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-18.02.09.666558,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
65,66,KERNDTLB,1118538836,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-18.13.56.287869,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
66,67,KERNDTLB,1118539141,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-18.19.01.277745,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
67,68,KERNDTLB,1118539682,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-18.28.02.964604,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
68,69,KERNDTLB,1118539891,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-18.31.31.276036,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
69,70,KERNDTLB,1118540457,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-18.40.57.217361,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
70,71,KERNDTLB,1118541065,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-18.51.05.246165,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
71,72,KERNDTLB,1118543510,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.31.50.792512,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
72,73,KERNDTLB,1118543955,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.39.15.873091,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
73,74,KERNDTLB,1118544072,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.41.12.806499,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
74,75,KERNDTLB,1118548457,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-20.54.17.510380,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
75,76,KERNDTLB,1118548933,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-21.02.13.585407,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
76,77,KERNDTLB,1118549852,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-21.17.32.188993,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
77,78,KERNDTLB,1118550514,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-21.28.34.864892,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
78,79,KERNDTLB,1118550729,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-21.32.09.069241,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
79,80,KERNDTLB,1118552349,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-21.59.09.406185,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
80,81,KERNDTLB,1118552691,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-22.04.51.794882,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
81,82,KERNDTLB,1118555299,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-22.48.19.442753,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
82,83,KERNDTLB,1118557583,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-23.26.23.330548,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt
83,84,-,1118686962,2005.06.13,R26-M0-NB-C:J07-U01,2005-06-13-11.22.42.601119,R26-M0-NB-C:J07-U01,RAS,KERNEL,INFO,"CE sym 10, at 0x08d10580, mask 0x08"
84,85,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295
85,86,KERNSTOR,1118709403,2005.06.13,R10-M1-N5-C:J15-U11,2005-06-13-17.36.43.927885,R10-M1-N5-C:J15-U11,RAS,KERNEL,FATAL,data storage interrupt
86,87,KERNSTOR,1118709681,2005.06.13,R01-M1-NA-C:J13-U01,2005-06-13-17.41.21.634261,R01-M1-NA-C:J13-U01,RAS,KERNEL,FATAL,data storage interrupt
87,88,KERNSTOR,1118709681,2005.06.13,R01-M1-NA-C:J09-U01,2005-06-13-17.41.21.662328,R01-M1-NA-C:J09-U01,RAS,KERNEL,FATAL,data storage interrupt
88,89,KERNSTOR,1118709717,2005.06.13,R05-M0-N7-C:J10-U11,2005-06-13-17.41.57.658353,R05-M0-N7-C:J10-U11,RAS,KERNEL,FATAL,data storage interrupt
89,90,KERNSTOR,1118709851,2005.06.13,R02-M0-N0-C:J10-U01,2005-06-13-17.44.11.050768,R02-M0-N0-C:J10-U01,RAS,KERNEL,FATAL,data storage interrupt
90,91,-,1118709955,2005.06.13,R10-M0-N1-C:J17-U11,2005-06-13-17.45.55.674418,R10-M0-N1-C:J17-U11,RAS,KERNEL,FATAL,instruction address: 0x00004ed8
91,92,-,1118710289,2005.06.13,R16-M0-N8-C:J02-U11,2005-06-13-17.51.29.224900,R16-M0-N8-C:J02-U11,RAS,KERNEL,FATAL,instruction address: 0x00004ed8
92,93,-,1118710403,2005.06.13,R06-M0-N8-C:J13-U11,2005-06-13-17.53.23.965757,R06-M0-N8-C:J13-U11,RAS,KERNEL,FATAL,instruction address: 0x00004ed8
93,94,-,1118758243,2005.06.14,R36-M0-N0-C:J04-U11,2005-06-14-07.10.43.523299,R36-M0-N0-C:J04-U11,RAS,KERNEL,INFO,generating core.1711
94,95,-,1118758278,2005.06.14,R37-M1-NF-C:J11-U11,2005-06-14-07.11.18.222056,R37-M1-NF-C:J11-U11,RAS,KERNEL,INFO,generating core.4505
95,96,-,1118758308,2005.06.14,R32-M0-N3-C:J11-U01,2005-06-14-07.11.48.689764,R32-M0-N3-C:J11-U01,RAS,KERNEL,INFO,generating core.1521
96,97,KERNSTOR,1118765205,2005.06.14,R15-M1-NF-C:J11-U11,2005-06-14-09.06.45.752792,R15-M1-NF-C:J11-U11,RAS,KERNEL,FATAL,data storage interrupt
97,98,KERNSTOR,1118765277,2005.06.14,R12-M0-N2-C:J11-U01,2005-06-14-09.07.57.162326,R12-M0-N2-C:J11-U01,RAS,KERNEL,FATAL,data storage interrupt
98,99,KERNSTOR,1118765370,2005.06.14,R01-M1-N6-C:J15-U11,2005-06-14-09.09.30.138103,R01-M1-N6-C:J15-U11,RAS,KERNEL,FATAL,data storage interrupt
99,100,KERNSTOR,1118765511,2005.06.14,R06-M0-N7-C:J08-U01,2005-06-14-09.11.51.127157,R06-M0-N7-C:J08-U01,RAS,KERNEL,FATAL,data storage interrupt
100,101,-,1118765676,2005.06.14,R16-M1-N2-C:J07-U01,2005-06-14-09.14.36.498843,R16-M1-N2-C:J07-U01,RAS,KERNEL,FATAL,instruction address: 0x00004ed8
101,102,-,1118765825,2005.06.14,R13-M0-NA-C:J15-U01,2005-06-14-09.17.05.516605,R13-M0-NA-C:J15-U01,RAS,KERNEL,FATAL,instruction address: 0x00004ed8
102,103,KERNSTOR,1118766804,2005.06.14,R24-M1-N0-C:J16-U01,2005-06-14-09.33.24.217741,R24-M1-N0-C:J16-U01,RAS,KERNEL,FATAL,data storage interrupt
103,104,-,1118766935,2005.06.14,R20-M1-NC-C:J05-U01,2005-06-14-09.35.35.569986,R20-M1-NC-C:J05-U01,RAS,KERNEL,FATAL,instruction address: 0x00004ed8
104,105,-,1118767015,2005.06.14,R24-M1-N3-C:J16-U01,2005-06-14-09.36.55.370589,R24-M1-N3-C:J16-U01,RAS,KERNEL,FATAL,data address: 0x00000002
105,106,-,1118767283,2005.06.14,R20-M1-N3-C:J14-U01,2005-06-14-09.41.23.815131,R20-M1-N3-C:J14-U01,RAS,KERNEL,FATAL,machine check: i-fetch......................0
106,107,-,1118767381,2005.06.14,R20-M0-N2-C:J13-U11,2005-06-14-09.43.01.478244,R20-M0-N2-C:J13-U11,RAS,KERNEL,FATAL,program interrupt: illegal instruction......0
107,108,KERNSTOR,1118767897,2005.06.14,R20-M0-NE-C:J02-U01,2005-06-14-09.51.37.041158,R20-M0-NE-C:J02-U01,RAS,KERNEL,FATAL,data storage interrupt
108,109,KERNSTOR,1118767942,2005.06.14,R25-M0-NB-C:J02-U11,2005-06-14-09.52.22.295234,R25-M0-NB-C:J02-U11,RAS,KERNEL,FATAL,data storage interrupt
109,110,-,1118768070,2005.06.14,R24-M1-N7-C:J08-U01,2005-06-14-09.54.30.228119,R24-M1-N7-C:J08-U01,RAS,KERNEL,FATAL,instruction address: 0x00004ed8
110,111,KERNSTOR,1118768087,2005.06.14,R16-M0-N4-C:J02-U11,2005-06-14-09.54.47.139055,R16-M0-N4-C:J02-U11,RAS,KERNEL,FATAL,data storage interrupt
111,112,-,1118768111,2005.06.14,R20-M1-N7-C:J16-U01,2005-06-14-09.55.11.455484,R20-M1-N7-C:J16-U01,RAS,KERNEL,FATAL,data address: 0x00000002
112,113,KERNSTOR,1118768121,2005.06.14,R03-M1-N8-C:J13-U11,2005-06-14-09.55.21.391576,R03-M1-N8-C:J13-U11,RAS,KERNEL,FATAL,data storage interrupt
113,114,KERNSTOR,1118769323,2005.06.14,R20-M0-ND-C:J15-U11,2005-06-14-10.15.23.940275,R20-M0-ND-C:J15-U11,RAS,KERNEL,FATAL,data storage interrupt
114,115,KERNSTOR,1118769443,2005.06.14,R21-M0-NC-C:J13-U11,2005-06-14-10.17.23.235674,R21-M0-NC-C:J13-U11,RAS,KERNEL,FATAL,data storage interrupt
115,116,KERNSTOR,1118769444,2005.06.14,R21-M0-N4-C:J05-U11,2005-06-14-10.17.24.504094,R21-M0-N4-C:J05-U11,RAS,KERNEL,FATAL,data storage interrupt
116,117,-,1118769450,2005.06.14,R26-M0-N9-C:J12-U01,2005-06-14-10.17.30.392758,R26-M0-N9-C:J12-U01,RAS,KERNEL,FATAL,data address: 0x00000002
117,118,-,1118769489,2005.06.14,R20-M0-N3-C:J06-U01,2005-06-14-10.18.09.061481,R20-M0-N3-C:J06-U01,RAS,KERNEL,FATAL,instruction address: 0x00004ed8
118,119,-,1118769530,2005.06.14,R27-M1-NA-C:J16-U11,2005-06-14-10.18.50.161104,R27-M1-NA-C:J16-U11,RAS,KERNEL,FATAL,exception syndrome register: 0x00800000
119,120,-,1118769574,2005.06.14,R26-M1-NC-C:J13-U11,2005-06-14-10.19.34.342222,R26-M1-NC-C:J13-U11,RAS,KERNEL,FATAL,exception syndrome register: 0x00800000
120,121,-,1118769705,2005.06.14,R21-M1-N4-C:J10-U01,2005-06-14-10.21.45.802128,R21-M1-N4-C:J10-U01,RAS,KERNEL,FATAL,data address: 0x00000002
121,122,-,1118769984,2005.06.14,R20-M1-N8-C:J08-U11,2005-06-14-10.26.24.461952,R20-M1-N8-C:J08-U11,RAS,KERNEL,FATAL,machine check: i-fetch......................0
122,123,-,1118769991,2005.06.14,R26-M0-NA-C:J04-U11,2005-06-14-10.26.31.242578,R26-M0-NA-C:J04-U11,RAS,KERNEL,FATAL,data store interrupt caused by dcbf.........0
123,124,-,1118769997,2005.06.14,R26-M0-N2-C:J05-U01,2005-06-14-10.26.37.865134,R26-M0-N2-C:J05-U01,RAS,KERNEL,FATAL,data store interrupt caused by dcbf.........0
124,125,-,1118770028,2005.06.14,R20-M0-ND-C:J05-U01,2005-06-14-10.27.08.151309,R20-M0-ND-C:J05-U01,RAS,KERNEL,FATAL,program interrupt: illegal instruction......0
125,126,-,1118770309,2005.06.14,R20-M1-NB-C:J03-U11,2005-06-14-10.31.49.464584,R20-M1-NB-C:J03-U11,RAS,KERNEL,FATAL,program interrupt: trap instruction.........0
126,127,-,1118770603,2005.06.14,R24-M1-NE-C:J15-U11,2005-06-14-10.36.43.928442,R24-M1-NE-C:J15-U11,RAS,KERNEL,FATAL,store operation.............................1
127,128,-,1118771001,2005.06.14,R26-M1-NF-C:J11-U11,2005-06-14-10.43.21.582308,R26-M1-NF-C:J11-U11,RAS,KERNEL,FATAL,floating point instr. enabled.....1
128,129,-,1118771075,2005.06.14,R24-M0-NF-C:J09-U01,2005-06-14-10.44.35.353282,R24-M0-NF-C:J09-U01,RAS,KERNEL,FATAL,auxiliary processor.........................0
129,130,-,1118771085,2005.06.14,R27-M1-ND-C:J09-U01,2005-06-14-10.44.45.851799,R27-M1-ND-C:J09-U01,RAS,KERNEL,FATAL,machine check enable..............0
130,131,-,1118771098,2005.06.14,R26-M1-N4-C:J13-U11,2005-06-14-10.44.58.632865,R26-M1-N4-C:J13-U11,RAS,KERNEL,FATAL,machine check enable..............0
131,132,-,1118771115,2005.06.14,R26-M0-N5-C:J11-U11,2005-06-14-10.45.15.849740,R26-M0-N5-C:J11-U11,RAS,KERNEL,FATAL,floating pt ex mode 0 enable......0
132,133,-,1118771302,2005.06.14,R27-M1-N8-C:J09-U11,2005-06-14-10.48.22.614188,R27-M1-N8-C:J09-U11,RAS,KERNEL,FATAL,debug interrupt enable............0
133,134,-,1118771330,2005.06.14,R26-M1-N6-C:J05-U01,2005-06-14-10.48.50.649332,R26-M1-N6-C:J05-U01,RAS,KERNEL,FATAL,floating pt ex mode 1 enable......0
134,135,-,1118771409,2005.06.14,R20-M1-N8-C:J15-U11,2005-06-14-10.50.09.563848,R20-M1-N8-C:J15-U11,RAS,KERNEL,FATAL,byte ordering exception.....................0
135,136,-,1118771469,2005.06.14,R27-M1-N9-C:J03-U01,2005-06-14-10.51.09.848118,R27-M1-N9-C:J03-U01,RAS,KERNEL,FATAL,data address space................0
136,137,-,1118771475,2005.06.14,R26-M1-NA-C:J06-U01,2005-06-14-10.51.15.744393,R26-M1-NA-C:J06-U01,RAS,KERNEL,FATAL,data address space................0
137,138,-,1118771516,2005.06.14,R25-M0-N6-C:J14-U11,2005-06-14-10.51.56.234430,R25-M0-N6-C:J14-U11,RAS,KERNEL,FATAL,program interrupt: imprecise exception......0
138,139,-,1118771528,2005.06.14,R26-M0-NF-C:J15-U01,2005-06-14-10.52.08.434393,R26-M0-NF-C:J15-U01,RAS,KERNEL,FATAL,core configuration register: 0x00002000
139,140,-,1118771679,2005.06.14,R21-M1-N5-C:J05-U11,2005-06-14-10.54.39.063056,R21-M1-N5-C:J05-U11,RAS,KERNEL,FATAL,program interrupt: fp cr update.............0
140,141,-,1118771847,2005.06.14,R26-M0-N8-C:J03-U01,2005-06-14-10.57.27.640707,R26-M0-N8-C:J03-U01,RAS,KERNEL,FATAL,guaranteed instruction cache block touch.0
141,142,-,1118771875,2005.06.14,R20-M1-NB-C:J11-U11,2005-06-14-10.57.55.166387,R20-M1-NB-C:J11-U11,RAS,KERNEL,FATAL,program interrupt: fp cr field .............0
142,143,-,1118771909,2005.06.14,R24-M1-N5-C:J09-U01,2005-06-14-10.58.29.332156,R24-M1-N5-C:J09-U01,RAS,KERNEL,FATAL,program interrupt: fp cr field .............0
143,144,-,1118771928,2005.06.14,R27-M1-N4-C:J05-U11,2005-06-14-10.58.48.336960,R27-M1-N4-C:J05-U11,RAS,KERNEL,FATAL,guaranteed data cache block touch........1
144,145,-,1118771988,2005.06.14,R27-M0-N7-C:J02-U01,2005-06-14-10.59.48.153923,R27-M0-N7-C:J02-U01,RAS,KERNEL,FATAL,force load/store alignment...............0
